show_uri	show_name	show_description	publisher	language	rss_link	episode_uri	episode_name	episode_description	duration	show_filename_prefix	episode_filename_prefix
spotify:show:1mxdkoSv6URRpLtxMtAFp2	Cowboys Weekly	Cowboys Weekly is a periodic podcast discussing all things Dallas Cowboys. Hosted by InsideTheStar.com for all of Cowboys Nation, ITS staff breaks down the latest news and views from The Star. Support this podcast: https://anchor.fm/cowboysweekly/support	Inside The Star	['en']	https://anchor.fm/s/bff098c/podcast/rss	spotify:episode:1EVwiLkzl7UyDvPlr2zwEQ	CW Ep. 14: Recapping the Cowboys Win Over The Giants, Looking Ahead to the Redskins in Week 2	Welcome to the 14th episode of Cowboys Weekly! This week, Jess Haynie and I go over some key points from the Cowboys' week 1 bout against the New York Giants and preview their week 2 game against the Washington Redskins.  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  ---   Send in a voice message: https://anchor.fm/cowboysweekly/message Support this podcast: https://anchor.fm/cowboysweekly/support	49.93296666666666	show_1mxdkoSv6URRpLtxMtAFp2	1EVwiLkzl7UyDvPlr2zwEQ
spotify:show:2Vh5jVI1EdMDeHs3N8XoME	Sweathead with Mark Pollard - A Strategy Podcast	"How do you get good at strategy? With nearly 500,000 listens, Sweathead tries to answer this question. Each episode helps thinkers realize they're not alone and that thinking takes practice. And, when your brain practices, it sweats. Hence, Sweathead. Hit SUBSCRIBE, tell your friends, and leave a kind rating. Real-time action is @markpollard.  The book ""Strategy Is Your Words"" launches this April 2020: http://www.strategyisyourwords.com  "	Mark Pollard	['en']	https://anchor.fm/s/3427324/podcast/rss	spotify:episode:1F6BrBvvc0WLDRjjH6tIOs	Trying To Parent In An Industry Allergic To Age - Katrina Grönberg, Strategy Head	Katrina Grönberg (née Wong) is a career-long planner. Her first planning role was at Leo Burnett in Sydney then she worked at Droga5 and then she went to BBDO in New York, met a guy, moved to Sweden, and had two boys. We discuss all of this.   You can find Katrina here https://www.instagram.com/katrinagroenberg  For more strategy talk: Newsletter: http://www.markpollard.net/email-newsletter/ Instagram: http://www.instagram.com/markpollard Twitter: http://www.twitter.com/markpollard Facebook - join 8,000+ strategists: http://www.sweathead.co The deskbook “Strategy Is Your Words” is out in April 2020 http://www.strategyisyourwords.com 	52.1748	show_2Vh5jVI1EdMDeHs3N8XoME	1F6BrBvvc0WLDRjjH6tIOs
spotify:show:6ec9hDE62HkW7ckm2KC17L	Major Jobs with Teland	"Hi, my name is Teland, and I'm a high schooler who is interested about different jobs. On this podcast, I'll be interviewing different people who have different careers and sharing them with you to educate people about the interesting things we do to make a living. We will go over normal ""run of the mill"" jobs but also unique careers, how people got into the job, what they do on a daily basis, and more.   Check out the website at majorjobs.org, or email me at teland@majorjobs.org  Featured on Spotify, New York Times Upfront, Scholastic, and NPR"	Major Jobs	['en']	https://anchor.fm/s/7db4b04/podcast/rss	spotify:episode:1FrMRzs4HCB3yvmi7Xrg2z	What it's like starring in a Steven Spielberg movie, as a teenager (ft. Philip Zhao (Sho) of Ready Player One) - Episode 44	Today, I talk to Philip Zhao, who plays Sho in Ready Player One, directed by Steven Spielberg.  Follow Philip on Instagram: instagram.com/philzow 	42.47546666666667	show_6ec9hDE62HkW7ckm2KC17L	1FrMRzs4HCB3yvmi7Xrg2z
spotify:show:2Vh5jVI1EdMDeHs3N8XoME	Sweathead with Mark Pollard - A Strategy Podcast	"How do you get good at strategy? With nearly 500,000 listens, Sweathead tries to answer this question. Each episode helps thinkers realize they're not alone and that thinking takes practice. And, when your brain practices, it sweats. Hence, Sweathead. Hit SUBSCRIBE, tell your friends, and leave a kind rating. Real-time action is @markpollard.  The book ""Strategy Is Your Words"" launches this April 2020: http://www.strategyisyourwords.com  "	Mark Pollard	['en']	https://anchor.fm/s/3427324/podcast/rss	spotify:episode:1GDgxCfSrKETr3RslO9lRG	How To Make Generalization Work - Kate Richardson, Consultant and Coach	"Kate Richardson is a marketing consultant who can work on a wide array of projects. As a generalist, she touches business strategy, marketing strategy, digital and comms planning, and, now, coaching and training. She once worked at Naked in Australia (news came out this week of their merger with BMF), she was the National Strategy Director of the TV network Channel Ten, and she believes in sabbaticals as a way to get distance from the day to day. She also contributed a chapter to ""Eat Your Greens"".  We discuss: - How to approach career changes - How to find the story in a generalist career - The pros and cons of consulting You can find Kate here https://www.katerichardson.co and here https://twitter.com/KateRichardson    For more strategy talk: 1. Strategy newsletter: http://www.markpollard.net/email-newsletter/ 2. Strategy drawings: http://www.instagram.com/markpollard  3. Strategy Twitter: http://www.twitter.com/markpollard 4. Join 5,000+ strategists: http://www.sweathead.co New book ""Strategy Is Your Words"" out soon. "	47.15475	show_2Vh5jVI1EdMDeHs3N8XoME	1GDgxCfSrKETr3RslO9lRG
spotify:show:2Mkrfx6HroyJiFjCnSRkOF	Meridian Magazine--Come Follow Me Latter-day Saint Podcast	Each week Meridian Magazine’s founders, Scot and Maurine Proctor, will be giving a 30-minute podcast on the “Come, Follow Me” curriculum for the week. This is so you can listen with your scriptures in hand, or while you are about life’s many other duties. If you want some thoughts about teaching your family or in Church lessons, this can be a place to turn. If you live alone, let us study with you.	Scot Facer Proctor	['en-US']	https://anchor.fm/s/856450c/podcast/rss	spotify:episode:1H0C89wyOWBwAY5JH98mJO	Come Follow Me Podcast 43 “Jesus Christ, ‘the Author of Eternal Salvation’” -- Hebrews 1-6	November 4-10 Who wrote the epistle to the Hebrews—Paul or somebody else? It has been a centuries old debate that Joseph Smith had an answer for. 	32.02611666666667	show_2Mkrfx6HroyJiFjCnSRkOF	1H0C89wyOWBwAY5JH98mJO
spotify:show:2Vh5jVI1EdMDeHs3N8XoME	Sweathead with Mark Pollard - A Strategy Podcast	"How do you get good at strategy? With nearly 500,000 listens, Sweathead tries to answer this question. Each episode helps thinkers realize they're not alone and that thinking takes practice. And, when your brain practices, it sweats. Hence, Sweathead. Hit SUBSCRIBE, tell your friends, and leave a kind rating. Real-time action is @markpollard.  The book ""Strategy Is Your Words"" launches this April 2020: http://www.strategyisyourwords.com  "	Mark Pollard	['en']	https://anchor.fm/s/3427324/podcast/rss	spotify:episode:1H94HT4QhRelM0XwpZ6osR	Truth Is Disobedient - Strategy Is Your Words Book Excerpt	"It's World Mental Health Day today and I'm going to post multiple episodes. I wanted to start with this excerpt from my book to help people understand that the strategy life is about a search for truth, how many parts of our public lives aren't interested in truth, and how this tension can create conflict that we risk bringing too much into our internal lives. This is why art is good. It helps you put your truth somewhere.  I'm launching a Kickstarter for the book ""Strategy Is Your Words"" on Tuesday, November 5, 2019. I'd love your support. You can sign up to my newsletter for details http://www.markpollard.net/email-newsletter/.  Instagram: http://www.instagram.com/markpollard Twitter: http://www.twitter.com/markpollard "	14.385916666666667	show_2Vh5jVI1EdMDeHs3N8XoME	1H94HT4QhRelM0XwpZ6osR
spotify:show:6aJTGYCYhFqIBsaNDPgiac	The Greylock Heatcheck Pod	The Heatcheck Militia Takes on Camp, Sports, Music, Fashion, Movies, amongst other Pop Culture Phenomenons	Jason Fine	['en']	https://anchor.fm/s/f2ae89c/podcast/rss	spotify:episode:1HMb6lYSz0r99F8HdyL4bV	The Behind The Scenes of Being a Red & Grey Captain (feat. Russ Rosenthal)	The Behind The Scenes of Being a Red & Grey Captain (feat. Russ Rosenthal) 	54.36371666666667	show_6aJTGYCYhFqIBsaNDPgiac	1HMb6lYSz0r99F8HdyL4bV
spotify:show:4lbnMhRAmkGBxpGOb6yFAx	The Equalizer Podcast	We are The Equalizer, the leading women's soccer news and analysis outlet in the United States since 2009. This is our podcast, where top journalists and personalities from throughout the women's game gather for critical, thoughtful and fun discussion.	The Equalizer	['en-US']	https://anchor.fm/s/6d417b8/podcast/rss	spotify:episode:1HjiX3j7mGUcXgQCgfHsDc	The Equalizer Podcast, Episode 72: The Triangle	There was another week of heated NWSL action, and teams are beginning to separate themselves. This week, Chelsey Bush and Claire Watkins talk through Chicago's impressive streak, Portland making it work, the Reign winning and losing, Utah's surge, and whatever it was that happened between Houston and the Orlando Pride. Drama!  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app 	44.4101	show_4lbnMhRAmkGBxpGOb6yFAx	1HjiX3j7mGUcXgQCgfHsDc
spotify:show:4zwERdBdLsB57sSLU7dlFR	WEALTHTRACK	Consuelo Mack has a long and distinguished career in business journalism. In 2005 she struck out on her own to launch her dream program, a weekly half-hour program on public television devoted to helping Americans build and protect their wealth over the long-term. Now in its sixteeth season, CONSUELO MACK WEALTHTRACK has been dubbed the “Cramer Antidote” by the press and Money Magazine named Mack “The Best Money TV Host.” WEALTHTRACK is the only program on television devoted to long-term diversified investing in all of the investments people care about. Support this podcast: https://anchor.fm/wealthtrack/support	Consuelo Mack	['en-US']	https://anchor.fm/s/39e1f1c/podcast/rss	spotify:episode:1HlWenRa0YIWx7CUz83HPj	Get Your Financial House in Order With Personal Finance Guru Christine Benz’ Financial To-Do List!	At the beginning of every new year or at tax time when I am under the IRS deadline gun, I vow this year is going to be different and I will finally get organized and make decisions over time instead of at the last minute. For the second year in a row, we have invited one of our favorite guests who is very knowledgeable and organized to join us. She is Christine Benz, Morningstar’s personal finance guru. She writes daily personal finance columns for Morningstar, does interviews and podcasts and is the author of several books including 30-Minute Money Solutions: A Step-by-Step Guide to Managing Your Finances and the Morningstar Guide To Mutual Funds: 5-Star Strategies for Success.  She has also been a WEALTHTRACK regular since the beginning. We asked her to take us through her financial to-do list for 2020. It is detailed so get out your pens, papers or smartphones and prepare to take notes when you join us. WEALTHTRACK #1628 broadcast on January 10, 2020 More info: https://wealthtrack.com/get-your-financial-house-in-order-with-personal-finance-guru-christine-benz-financial-to-do-list/  ---   Support this podcast: https://anchor.fm/wealthtrack/support	26.55008333333333	show_4zwERdBdLsB57sSLU7dlFR	1HlWenRa0YIWx7CUz83HPj
spotify:show:3yug4kwkuzzHOAdMe4ecpv	Power Through the 4th Whistle Roller Derby Podcast	A podcast for those striving to become better athletes, teammates, leaders, and human beings. Leadership, mindset, and current events in the world of roller derby!  www.facebook.com/powerthru4thwhistle. Instagram/Twitter: @Power4thWhistle E-mail power4thwhistle@gmail.com  Want to know how you can support the podcast?  We now have a Patreon page! https://www.patreon.com/power4thwhistle  We have a store with fun roller derby derby designs for everyone at https://power4thwhistle.threadless.com. You can choose from all kinds of tees, tanks, hoodies, and accessories in any color. Support this podcast: https://anchor.fm/power-through-the-4th-whistle/support	Jackie Bauer	['en']	https://anchor.fm/s/5a2d4d8/podcast/rss	spotify:episode:1HqNZ1x2KmHjKmu3quKU8W	075 - Pregnancy, Returning to Derby, and Finding Balance in Life as Parents and Skaters with Special Guests Liz and Siren	In this episode, I asked for the help of two of my teammates -- Lizzy Luscious and Siren Song to ask about their experience going through pregnancy, returning to training for roller derby, and finding balance in their new lives as parents. What was it like telling the team? Did they step away from derby or stay close by? How quickly did they return to skating?  Roller derby isn't every part of our lives, but it DOES make our lives better. You can carve out time for you and time for family. If you set boundaries, you really CAN have it all.  Reach out to Liz on Instagram @lizzyluscious Liz's Threadless store: https://lizzymac13.threadless.com/ Visit our sponsor, Bout Betties at https://boutbetties.com/.  Subscribe today using our podcast’s promo code POWER10 for 10% off your first pack! WE NOW HAVE A PATREON PAGE! We are working on transcribing episodes of the podcast and putting them on a website. Patrons have access to all the episodes done so far, our Discord chat where you can share your derby thoughts about training, memes, or sharks you've punched lately, and different levels have different perks like stickers, buttons, or a top from our Threadless store (https://power4thwhistle.threadless.com). If you’d like to help support us on this journey, here’s a link: https://www.patreon.com/power4thwhistle. Follow our Facebook page at: www.facebook.com/powerthru4thwhistle. Follow us on Instagram: @Power4thWhistle Follow us on Twitter: @Power4thWhistle Have a question? Want to sponsor the podcast? E-mail power4thwhistle@gmail.com.  ---   Send in a voice message: https://anchor.fm/power-through-the-4th-whistle/message Support this podcast: https://anchor.fm/power-through-the-4th-whistle/support	52.77005	show_3yug4kwkuzzHOAdMe4ecpv	1HqNZ1x2KmHjKmu3quKU8W
spotify:show:6aJTGYCYhFqIBsaNDPgiac	The Greylock Heatcheck Pod	The Heatcheck Militia Takes on Camp, Sports, Music, Fashion, Movies, amongst other Pop Culture Phenomenons	Jason Fine	['en']	https://anchor.fm/s/f2ae89c/podcast/rss	spotify:episode:1HuNiZccDwolkJ69U10MzE	Becket Country Club Hypothetical Alleged Betting Club (feat. Jesse Goldfarb, Andrew Shavitz & Brody Pearlman)	Becket Country Club Hypothetical Alleged Betting Club (feat. Jesse Goldfarb, Andrew Shavitz & Brody Pearlman) 	32.80245	show_6aJTGYCYhFqIBsaNDPgiac	1HuNiZccDwolkJ69U10MzE
spotify:show:4lbnMhRAmkGBxpGOb6yFAx	The Equalizer Podcast	We are The Equalizer, the leading women's soccer news and analysis outlet in the United States since 2009. This is our podcast, where top journalists and personalities from throughout the women's game gather for critical, thoughtful and fun discussion.	The Equalizer	['en-US']	https://anchor.fm/s/6d417b8/podcast/rss	spotify:episode:1IiJ2WYXAL97JSbzWeP8ea	Live from the 2019 USC Convention: Ali Krieger on pursuing a future in coaching	Orlando Pride defender Ali Krieger joins The Equalizer on Podcast Row at the 2019 United Soccer Coaches Convention in Chicago. Ali shares her plans for pursuing a coaching career after she is done playing, what the Orlando Pride need to do in order to improve upon a poor 2018 showing, and how the National Women's Soccer League could better market to adult fans.  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app 	17.882466666666666	show_4lbnMhRAmkGBxpGOb6yFAx	1IiJ2WYXAL97JSbzWeP8ea
spotify:show:6aJTGYCYhFqIBsaNDPgiac	The Greylock Heatcheck Pod	The Heatcheck Militia Takes on Camp, Sports, Music, Fashion, Movies, amongst other Pop Culture Phenomenons	Jason Fine	['en']	https://anchor.fm/s/f2ae89c/podcast/rss	spotify:episode:1JDai6cV2Fd8MS73j0qAvq	Pressure of Being Pick, The CJ Rivarly, Wearing Headphones at Tap-Outs, The Legend of Daniel Goodman, & The Service Dog Debate (feat. Ben Gottschalk)	Pressure of Being Pick, The CJ Rivarly, Wearing Headphones at Tap-Outs, The Legend of Daniel Goodman, & The Service Dog Debate (feat. Ben Gottschalk) 	26.10348333333333	show_6aJTGYCYhFqIBsaNDPgiac	1JDai6cV2Fd8MS73j0qAvq
spotify:show:3yug4kwkuzzHOAdMe4ecpv	Power Through the 4th Whistle Roller Derby Podcast	A podcast for those striving to become better athletes, teammates, leaders, and human beings. Leadership, mindset, and current events in the world of roller derby!  www.facebook.com/powerthru4thwhistle. Instagram/Twitter: @Power4thWhistle E-mail power4thwhistle@gmail.com  Want to know how you can support the podcast?  We now have a Patreon page! https://www.patreon.com/power4thwhistle  We have a store with fun roller derby derby designs for everyone at https://power4thwhistle.threadless.com. You can choose from all kinds of tees, tanks, hoodies, and accessories in any color. Support this podcast: https://anchor.fm/power-through-the-4th-whistle/support	Jackie Bauer	['en']	https://anchor.fm/s/5a2d4d8/podcast/rss	spotify:episode:1JcmHR246UP98pxjGhUEzr	049 - 6 Habits of Uncoachable Players	"What does ""uncoachable"" look like? What does this label mean and what can you do to change it? How can you help your coach help you? How can you help yourself better achieve your goals?  📷 by Northland Pulp Links about cushions: Link 1, Link 2 Link about adjusting trucks Visit our sponsor, Bout Betties at https://boutbetties.com/. Subscribe today using our podcast’s promo code POWER10 for 10% off your first pack! Want to know how you can support the podcast? Visit our derby clothing design store at https://power4thwhistle.threadless.com.     Follow our Facebook page at: www.facebook.com/powerthru4thwhistle.     Find us on Twitter & Instagram: @Power4thWhistle  Have a question? Want to sponsor the podcast? E-mail power4thwhistle@gmail.com.  ---   Send in a voice message: https://anchor.fm/power-through-the-4th-whistle/message Support this podcast: https://anchor.fm/power-through-the-4th-whistle/support"	45.7615	show_3yug4kwkuzzHOAdMe4ecpv	1JcmHR246UP98pxjGhUEzr
spotify:show:2rPPvOAqUPSB6TqezjVjm5	The Music Industry Blueprint Podcast	Rick Barker is the President and CEO of the Music Industry Blueprint in Nashville, TN. He is a manager, entrepreneur, author, and consultant focusing on the recent changes in the music business. By sharing his experience and insider tips, he helps his clients understand the music business and fast-tracks their steps to success. While those things describe his business life, the titles that he loves most are the ones which describe his personal life: Sober, Christian, Husband, and Father. Rick grew up in Alabama and was raised by a single mom. Growing up with very little in way of money and res	Rick Barker	['en']	https://anchor.fm/s/7e64f54/podcast/rss	spotify:episode:1LMJt0irH4NYhLOMI8clN7	Episode 185: Social Networking Do's and Don'ts	Social Networking Do's and Don'ts: In this episode, Rick goes over some of the most common mistakes people make when reaching out on Social Media. Get show resources and leave rick a voice message at  https://www.rickbarker.com  ---   Send in a voice message: https://anchor.fm/music-industry-blueprint/message	10.63315	show_2rPPvOAqUPSB6TqezjVjm5	1LMJt0irH4NYhLOMI8clN7
spotify:show:2Mkrfx6HroyJiFjCnSRkOF	Meridian Magazine--Come Follow Me Latter-day Saint Podcast	Each week Meridian Magazine’s founders, Scot and Maurine Proctor, will be giving a 30-minute podcast on the “Come, Follow Me” curriculum for the week. This is so you can listen with your scriptures in hand, or while you are about life’s many other duties. If you want some thoughts about teaching your family or in Church lessons, this can be a place to turn. If you live alone, let us study with you.	Scot Facer Proctor	['en-US']	https://anchor.fm/s/856450c/podcast/rss	spotify:episode:1M6lKAioggtl9DTPTOn2Sq	Come Follow Me Latter-day Saint Podcast 39 “For the Perfecting of the Saints” -- Ephesians	September 30–October 13 What does it mean to be a “stranger in the world”? That’s a lonely idea, right up there with one of the saddest words in our language—homeless.  Paul tells the Gentile converts, “Now, therefore ye are no more strangers and foreigners, but fellowcitizens with the Saints” (Ephesians 2:19). Being a stranger in the world is what it means to be without Christ in our journey. A stranger in the world is exiled from Him and from home. That would be lonely, indeed. 	37.029	show_2Mkrfx6HroyJiFjCnSRkOF	1M6lKAioggtl9DTPTOn2Sq
spotify:show:2rPPvOAqUPSB6TqezjVjm5	The Music Industry Blueprint Podcast	Rick Barker is the President and CEO of the Music Industry Blueprint in Nashville, TN. He is a manager, entrepreneur, author, and consultant focusing on the recent changes in the music business. By sharing his experience and insider tips, he helps his clients understand the music business and fast-tracks their steps to success. While those things describe his business life, the titles that he loves most are the ones which describe his personal life: Sober, Christian, Husband, and Father. Rick grew up in Alabama and was raised by a single mom. Growing up with very little in way of money and res	Rick Barker	['en']	https://anchor.fm/s/7e64f54/podcast/rss	spotify:episode:1NvrCLJuxjRJK8HKjqI3VI	Episode 107: Never Stop Learning!	"If you are serious about your career, you never stop learning. In this episode of the MIB podcast, Rick discusses what is currently happening at Click Funnels Annual Event, Funnel Hacking Live. Click Funnels Dotcom Secrets The Book Experts Secrets The Book Sales Funnel Radio with Steve Larsen   Name, website, social handles, questions you would like to ask Rick and contact information  Resources:  Grab a FREE Copy of my book ""$150,000 Music Degree""  MusicIndustryBlueprint.com Free Training “How To Become A Social Media Ninja In Under An Hour.” Click HERE If you're listening after January 24, 2019, & Want the Free Training! Artist Assessment  with Rick:  Facebook Instagram Youtube  Twitter Soundcloud RickBarker.com Contact: podcast@musicindustryblueprint.com for a chance to be a guest on the MIB podcast show  ---   Send in a voice message: https://anchor.fm/music-industry-blueprint/message"	8.670916666666667	show_2rPPvOAqUPSB6TqezjVjm5	1NvrCLJuxjRJK8HKjqI3VI
spotify:show:5rlxB3eLnxgYzXFG8jKfel	Church ALIVE	Reaching, Teaching, and Empowering people to impact their generation for Christ	Church Alive	['en']	https://anchor.fm/s/7308188/podcast/rss	spotify:episode:1OcZPftiLJmuDjc7sS05uC	A God of Celebration - Pastor Anthony Fleming // Battles & Victories	God loves to celebrate and he reveals his goodness like filling empty jars to wine, by filling our emptiness and pouring in His Goodness. - Welcome to Church ALIVE. Our mission is to Reach, Teach, and Empower people to impact their generation for Christ.  - Stay Connected Website: http://churchalive.tv Instagram: http://instagram.com/churchalivenj Facebook: https://www.facebook.com/ChurchALIVEnj 	32.4316	show_5rlxB3eLnxgYzXFG8jKfel	1OcZPftiLJmuDjc7sS05uC
spotify:show:2Mkrfx6HroyJiFjCnSRkOF	Meridian Magazine--Come Follow Me Latter-day Saint Podcast	Each week Meridian Magazine’s founders, Scot and Maurine Proctor, will be giving a 30-minute podcast on the “Come, Follow Me” curriculum for the week. This is so you can listen with your scriptures in hand, or while you are about life’s many other duties. If you want some thoughts about teaching your family or in Church lessons, this can be a place to turn. If you live alone, let us study with you.	Scot Facer Proctor	['en-US']	https://anchor.fm/s/856450c/podcast/rss	spotify:episode:1PPGfhQyNLuWcVf6aNsarc	Come Follow Me Podcast 20 “Behold, thy King Cometh” -- Matthew 21-23, Mark 11, Luke 19, 20; John 12	May 20-26 Jesus once told Mary at Cana that “Mine hour hath not yet come,” but now as we start this lesson that has changed as we take you to the beginning of the last week of His mortal life. Now he will say, “Mine hour hath come,” a statement that will break His followers hearts and have implications for every one of us. 	33.6357	show_2Mkrfx6HroyJiFjCnSRkOF	1PPGfhQyNLuWcVf6aNsarc
spotify:show:4lbnMhRAmkGBxpGOb6yFAx	The Equalizer Podcast	We are The Equalizer, the leading women's soccer news and analysis outlet in the United States since 2009. This is our podcast, where top journalists and personalities from throughout the women's game gather for critical, thoughtful and fun discussion.	The Equalizer	['en-US']	https://anchor.fm/s/6d417b8/podcast/rss	spotify:episode:1Q8jEQMgxz00WamW3a4UMS	The Equalizer Podcast, Playoff Edition: NCvRFC and CHIvPOR	The NWSL playoffs are upon us, and the Equalizer Podcast Team is here to guide you through it! First, Chelsey Bush and Dan Lauletta break down the North Carolina Courage vs Reign FC, to see if Tacoma's finest can pull off one of the biggest upsets in NWSL history (bet against Vlatko at your own peril). Then, after the break, Chelsey and John Halloran talk through the Chicago Red Stars hosting the Portland Thorns, and whether or not Chicago and their star striker can finally turn some of their semifinal luck around against a team who has their number.   ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app 	29.40885	show_4lbnMhRAmkGBxpGOb6yFAx	1Q8jEQMgxz00WamW3a4UMS
spotify:show:3yug4kwkuzzHOAdMe4ecpv	Power Through the 4th Whistle Roller Derby Podcast	A podcast for those striving to become better athletes, teammates, leaders, and human beings. Leadership, mindset, and current events in the world of roller derby!  www.facebook.com/powerthru4thwhistle. Instagram/Twitter: @Power4thWhistle E-mail power4thwhistle@gmail.com  Want to know how you can support the podcast?  We now have a Patreon page! https://www.patreon.com/power4thwhistle  We have a store with fun roller derby derby designs for everyone at https://power4thwhistle.threadless.com. You can choose from all kinds of tees, tanks, hoodies, and accessories in any color. Support this podcast: https://anchor.fm/power-through-the-4th-whistle/support	Jackie Bauer	['en']	https://anchor.fm/s/5a2d4d8/podcast/rss	spotify:episode:1Qf87kAJRiPtkGP1BTinL2	K WOODWARD Special Guest! - 081 - Body Positivity	January is a rough time of year for many of us as advertisers keep throwing special diets in our faces, telling us we aren't good enough, that we need to hit some number on a scale for *gasp* the dreaded full of it BMI. This week's episode is here to tell you that YOU are strong and beautiful as you are and we care a lot more about the awesome you can do on the track!   Listeners asked and we made it happen. K Woo is our special guest this week! K Woodward is a skater for Arch Rival Roller Derby with a fascinating, inspiring, and empowering journey to share with us. I've always loved watching K Woo crush it on the track and after this conversation, my heart eyes are bigger than ever for this wonderful human.   Photo by Bob Dunnel, Mr McWheely  Follow K Woo on Instagram at: thighs_ontheprize and croptopbabegang (tag @croptopbabegang with your friends rocking crop tops!) Sponsors:  Get MOTA-vated with Mota Skates! Visit motaskates.com or any authorized skate vendor for more details. Visit Bout Betties at https://boutbetties.com/.  Subscribe today using our podcast’s promo code POWER10 for 10% off your first pack! WE NOW HAVE A PATREON PAGE! We are working on transcribing episodes of the podcast and putting them on a website. Patrons have access to all the episodes done so far, our Discord chat where you can share your derby thoughts about training, memes, or sharks you've punched lately, and different levels have different perks like stickers, buttons, or a top from our Threadless store (https://power4thwhistle.threadless.com). If you’d like to help support us on this journey, here’s a link: https://www.patreon.com/power4thwhistle. Follow our Facebook page at: www.facebook.com/powerthru4thwhistle. Follow us on Instagram: @Power4thWhistle  Follow us on Twitter: @Power4thWhistle Have a question? Want to sponsor the podcast? E-mail power4thwhistle@gmail.com.  ---   Send in a voice message: https://anchor.fm/power-through-the-4th-whistle/message Support this podcast: https://anchor.fm/power-through-the-4th-whistle/support	58.703133333333334	show_3yug4kwkuzzHOAdMe4ecpv	1Qf87kAJRiPtkGP1BTinL2
spotify:show:2Vh5jVI1EdMDeHs3N8XoME	Sweathead with Mark Pollard - A Strategy Podcast	"How do you get good at strategy? With nearly 500,000 listens, Sweathead tries to answer this question. Each episode helps thinkers realize they're not alone and that thinking takes practice. And, when your brain practices, it sweats. Hence, Sweathead. Hit SUBSCRIBE, tell your friends, and leave a kind rating. Real-time action is @markpollard.  The book ""Strategy Is Your Words"" launches this April 2020: http://www.strategyisyourwords.com  "	Mark Pollard	['en']	https://anchor.fm/s/3427324/podcast/rss	spotify:episode:1QrKpzp4ukUYMy3TuOh2dy	Delusions Of Brandeur - Ryan Wallman, Creative Director & Dr Draper	"Ryan Wallman is back to talk about his first book Delusions of Brandeur. He's compiling his most powerful pieces of the Internet to put into a compendium dedicated to puncturing the pretensions of marketing. We discuss why the industry is so serious about itself and how this hurts it, the copy-writing community, and self-deprecation.  You can find Ryan here: http://twitter.com/dr_draper.  His book website is here: https://www.delusionsofbrandeur.com/  The Kickstarter for the “Strategy Is Your Words"" book is live until December 4 http://bit.ly/strategykickstarter "	37.4339	show_2Vh5jVI1EdMDeHs3N8XoME	1QrKpzp4ukUYMy3TuOh2dy
spotify:show:6r0bfT6lOLqDMh9ujnT1BW	Sleepyhead Stories - Mother/Daughter Duo	Join this Mother-Daughter team for their weekly podcast as they read the latest and greatest children's books out there. Giggling and yawning through every story as the clock ticks closer to bedtime.  Check out our YouTube Channel, Sleepyhead Stories Cover art created by Swing Graphics, LLC  Support this podcast: https://anchor.fm/sleepyhead/support	Sleepyhead Stories 	['en-US']	https://anchor.fm/s/29d301c/podcast/rss	spotify:episode:1QwdVXwxL4rBt71PTNqtlO	Rosie Revere, Engineer 💪	This is the story of Rosie Revere, who dreamed of becoming a great engineer.  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  ---   Send in a voice message: https://anchor.fm/sleepyhead/message Support this podcast: https://anchor.fm/sleepyhead/support	21.87668333333333	show_6r0bfT6lOLqDMh9ujnT1BW	1QwdVXwxL4rBt71PTNqtlO
